Taxon,nEintraege,nEintraege_neu,RelAnstieg
Nicandra physalodes,,,
Nicotiana alata,,,
Nicotiana glauca,,,
Nicotiana rustica,,,
Nicotiana sylvestris,,,
Nicotiana tabacum,,,
Nigella sativa,,,
Nipaecoccus nipae,,,
Nippoleucon hinumensis,,,
Nitzschia sigmoidea,,,
Nodularia spumigena,,,
Nonea lutea,,,
Nonea rosea,,,
Nonea versicolor,,,
Nothophaeocryptopus gaeumannii,,,
Nucifraga caryocatactes,,,
Numida meleagris,,,
Nuphar advena,,,
Nyctereutes procyonoides,,,
Nycticorax nycticorax,,,
Nymphaea nouchali caerulea,,,
Nymphaea rubra,,,
Nymphicus hollandicus,,,
Nysius huttoni,,,
Obesogammarus crassus,,,
Obesogammarus obesus,,,
Obolodiplosis robiniae,,,
Ocimum basilicum,,,
Ocyphaps lophotes,,,
Odiellus spinosus,,,
Odontarrhena muralis,,,
Oemleria cerasiformis,,,
Oenothera acutifolia,,,
Oenothera albipercurva,,,
Oenothera ammophila,,,
Oenothera angustissima,,,
Oenothera biennis,,,
Oenothera braunii,,,
Oenothera brevispicata,,,
Oenothera cambrica,,,
Oenothera canovirens,,,
Oenothera casimiri,,,
Oenothera compacta,,,
Oenothera coronifera,,,
Oenothera deflexa,,,
Oenothera drawertii,,,
Oenothera editicaulis,,,
Oenothera ersteinensis,,,
Oenothera fallax,,,
Oenothera flaemingina,,,
Oenothera gaura,,,
Oenothera glazioviana,,,
Oenothera hoelscheri,,,
Oenothera issleri,,,
Oenothera jueterbogensis,,,
Oenothera lindheimeri,,,
Oenothera macrocarpa,,,
Oenothera macrosperma,,,
Oenothera mediomarchica,,,
Oenothera oakesiana,,,
Oenothera oehlkersii,,,
Oenothera paradoxa,,,
Oenothera parviflora,,,
Oenothera perennis,,,
Oenothera punctulata,,,
Oenothera pycnocarpa,,,
Oenothera rosea,,,
Oenothera royfraseri,,,
Oenothera rubricaulis,,,
Oenothera rubricauloides,,,
Oenothera speciosa,,,
Oenothera suaveolens,,,
Oenothera subterminalis,,,
Oenothera victorinii,,,
Oenothera villosa,,,
Oithona davisae,,,
Oligota parva,,,
Oligota pusillima,,,
Omonadus floralis,,,
Omphalodes verna,,,
Omphalotus illudens,,,
Onchocleidus acer,,,
Onchocleidus furcatus,,,
Oncorhynchus keta,,,
Oncorhynchus mykiss,,,
Oncorhynchus rhodurus,,,
Ondatra zibethicus,,,
Onoclea sensibilis,,,
Ooencyrtus kuvanae,,,
Opeas hannense,,,
Opetiopalpus scutellaris,,,
Ophiodesmus albonanus,,,
Ophiognomonia leptostyla,,,
Ophiostoma novo-ulmi,,,
Ophiostoma novo-ulmi subsp. americana,,,
Ophiostoma novo-ulmi subsp. novo-ulmi,,,
Ophiostoma ulmi,,,
Ophyra aenescens,,,
Opilio canestrinii,,,
Opilio parietinus,,,
Opisthorchis viverrini,,,
Opius pallipes,,,
Opogona sacchari,,,
Opuntia ficus-indica,,,
Opuntia humifusa,,,
Opuntia phaeacantha,,,
Oreochromis mossambicus,,,
Oreochromis niloticus,,,
Organothrips indicus,,,
Orientus ishidae,,,
Origanum vulgare hirtum,,,
Orius insidiosus,,,
Orius laevigatus,,,
Ornithogalum boucheanum,,,
Ornithogalum nutans,,,
Ornithogalum pyramidale,,,
Ornithonyssus bacoti,,,
Ornithopus sativus,,,
Ornithopus sativus sativus,,,
Orontium aquaticum,,,
Orthodontium lineare,,,
Oryzaephilus mercator,,,
Oryzaephilus surinamensis,,,
Osmia cornifrons,,,
Osmia cornuta,,,
Osteospermum ecklonis,,,
Otiorhynchus rotundus,,,
Otiorhynchus smreczynskii,,,
Otiorhynchus sulcatus,,,
Ovis ammon,,,
Ovis aries,,,
Oxalis articulata,,,
Oxalis decaphylla,,,
Oxalis dillenii,,,
Oxalis latifolia,,,
Oxalis pes-caprae,,,
Oxalis stricta,,,
Oxalis tetraphylla,,,
Oxalis triangularis,,,
Oxidus gracilis,,,
Oxychilus draparnaudi,,,
Oxylipeurus mesopelios,,,
Oxylipeurus polytrapezius,,,
Oxytelus migrator,,,
Oxyura jamaicensis,,,
Pachycordyle michaeli,,,
Pachysandra terminalis,,,
Pacifastacus leniusculus,,,
Pacificincola perforata,,,
Paeonia lactiflora,,,
Paeonia mascula,,,
Paeonia mascula mascula,,,
Paeonia officinalis,,,
Paeonia officinalis officinalis,,,
Palaemon elegans,,,
Palaemon longirostris,,,
Palaemon macrodactylus,,,
Palorus depressus,,,
Palorus ratzeburgi,,,
Palorus subdepressus,,,
Palpita vitrealis,,,
Panaphis juglandis,,,
Panchlora peruana,,,
Pandava laminata,,,
Panicum capillare,,,
Panicum capillare,,,
Panicum dichotomiflorum,,,
Panicum miliaceum,,,
Panicum miliaceum miliaceum,,,
Panicum virgatum,,,
Pantala flavescens,,,
Pantherophis guttatus,,,
Panysinus nicholsoni,,,
Papaver atlanticum,,,
Papaver cambricum,,,
Papaver orientale,,,
Papaver somniferum,,,
Parabuteo unicinctus,,,
Paralaoma servilis,,,
Paralepistopsis amoenolens,,,
Paramysis lacustris,,,
Paranais botniensis,,,
Paraspirobolus lucifugus,,,
Parasteatoda tabulata,,,
Parasteatoda tepidariorum,,,
Paratenuisentis ambiguus,,,
Paratrechina flavipes,,,
Paratrechina longicornis,,,
Paratrechina vividula,,,
Parectopa robiniella,,,
Parietaria pensylvanica,,,
Parlatoria pergandii,,,
Parlatoria proteus,,,
Paroaria coronata,,,
Paroaria dominicana,,,
Parthenium hysterophorus,,,
Parthenocissus inserta,,,
Parthenocissus quinquefolia,,,
Parthenocissus tricuspidata,,,
Parthenolecanium persicae,,,
Parthenothrips dracaenae,,,
Paspalum distichum,,,
Passer domesticus,,,
Passer hispaniolensis,,,
Passer luteus,,,
Passer montanus,,,
Passerina ciris,,,
Passiflora caerulea,,,
Pastinaca sativa urens,,,
Pastinaca umbrosa,,,
Pastor roseus,,,
Paulownia tomentosa,,,
Paurocotylis pila,,,
Pavo cristatus,,,
Paxillus vernalis,,,
Pectinatella magnifica,,,
Pelargonium peltatum,,,
Pelargonium tomentosum,,,
Pelargonium zonale,,,
Pelecanus crispus,,,
Pelecanus rufescens,,,
Pellia epiphylla,,,
Pelomyia occidentalis,,,
Pelophylax bedriagae,,,
Penilia avirostris,,,
Pentaglottis sempervirens,,,
Pentalonia nigronervosa,,,
Pentarthrum huttoni,,,
Pepino mosaic virus,,,
Perccottus glenii,,,
Perdicula asiatica,,,
Pergamasus crassipes,,,
Perichaeta morrisi,,,
Perichaeta sinensis,,,
Peridinium quadridentatum,,,
Perigona nigriceps,,,
Perilitus vittatae,,,
Perillus bioculatus,,,
Periplaneta americana,,,
Periplaneta australasiae,,,
Peronospora arthurii,,,
Peronospora grisea,,,
Peronospora hyoscyami,,,
Peronospora jacksonii,,,
Peronospora manshurica,,,
Perophora japonica,,,
Perpolita electrina,,,
Persea americana,,,
Persicaria capitata,,,
Persicaria nepalensis,,,
Persicaria orientalis,,,
Persicaria perfoliata,,,
Petasites japonicus,,,
Petricolaria pholadiformis,,,
Petroselinum crispum,,,
Petunia atkinsiana,,,
Petunia integrifolia,,,
Peziza ostracoderma,,,
Phacelia campanularia,,,
Phacelia tanacetifolia,,,
Phacophallus pallidipennis,,,
Phacophallus parumpunctatus,,,
Phalaris brachystachys,,,
Phalaris canariensis,,,
Phalaris coerulescens,,,
Phalaris minor,,,
Phalaris paradoxa,,,
Phallogaster saccatus,,,
Phallus indusiatus,,,
Phaseolus coccineus,,,
Phaseolus vulgaris,,,
Phasia barbifrons,,,
Phasianus colchicus,,,
Phedimus hybridus,,,
Phedimus spurius,,,
Pheidole anastasii,,,
Pheidole bilimeki,,,
Pheidole guineensis,,,
Pheidole megacephala,,,
Pheidole pallidula,,,
Phellodendron amurense,,,
Phellorinia herculeana,,,
Phialophora cinerescens,,,
Philadelphus coronarius,,,
Philonotis hastata,,,
Philonthus rectangulus,,,
Philonthus spinipes,,,
Phloeospora robiniae,,,
Phlomis russeliana,,,
Phlox drummondii,,,
Phlox paniculata,,,
Phlox subulata,,,
Phlugiola dahlemica,,,
Phoeniconaias minor,,,
Phoenicopterus chilensis,,,
Phoenicopterus roseus,,,
Phoenicopterus ruber,,,
Phoenix dactylifera,,,
Pholcus phalangioides,,,
Phoma exigua var. foveata,,,
Phoneutria boliviensis,,,
Photinia floribunda,,,
Phthorimaea absoluta,,,
Phthorimaea operculella,,,
Phyllonorycter issikii,,,
Phyllonorycter leucographella,,,
Phyllonorycter platani,,,
Phyllonorycter robiniella,,,
Phylloscopus trochiloides,,,
Phyllostachys aurea,,,
Phyllostachys viridiglaucescens,,,
Phyllosticta capitalensis,,,
Phyllosticta paviae,,,
Physalis peruviana,,,
Physalis philadelphica,,,
Physella acuta,,,
Physocarpus opulifolius,,,
Physostegia virginiana,,,
Phytolacca acinosa,,,
Phytolacca americana,,,
Phytophthora alni subsp. alni,,,
Phytophthora cinnamomi,,,
Phytophthora infestans,,,
Phytophthora ramorum,,,
Phytophthora tropicalis,,,
Phytoseiulus longipes,,,
Phytoseiulus persimilis,,,
Pica pica,,,
Picea engelmannii,,,
Picea glauca,,,
Picea mariana,,,
Picea omorika,,,
Picea pungens,,,
Picea sitchensis,,,
Picipes rhizophilus,,,
Pieris floribunda,,,
Pilea peperomioides,,,
Pileolaria berkeleyana,,,
Pileolaria militaris,,,
Pilosella acutifolia,,,
Pimephales promelas,,,
Pimpinella peregrina,,,
Pinellia ternata,,,
Pineus strobi,,,
Pinnaspis aspidistrae,,,
Pinnaspis buxi,,,
Pinus aristata,,,
Pinus banksiana,,,
Pinus contorta contorta,,,
Pinus nigra,,,
Pinus nigra nigra,,,
Pinus ponderosa,,,
Pinus strobus,,,
Pinus wallichiana,,,
Piscicola haranti,,,
Pistia stratiotes,,,
Pitrufquenia coypus,,,
Plagiolemma distortum,,,
Plagiolepis allaudi,,,
Plagiolepis exigua,,,
Planococcus citri,,,
Planorbella duryi,,,
Planorbella trivolvis,,,
Plantago weldenii,,,
Plasmodium malariae,,,
Plasmopara halstedii,,,
Plasmopara viticola,,,
Platalea alba,,,
Platanus occidentalis,,,
Platorchestia platensis,,,
Platycercus elegans,,,
Platycercus eximius,,,
Platycercus icterotis,,,
Platycladus orientalis,,,
Pleurodonte lychnuchus,,,
Pleurosigma simonsenii,,,
Pleurotus citrinopileatus,,,
Ploceus cucullatus,,,
Ploceus intermedius,,,
Ploceus velatus,,,
Plodia interpunctella,,,
Plotosus lineatus,,,
Plum pox virus,,,
Plumatella casmiana,,,
Plumbago auriculata,,,
Podarcis muralis,,,
Podosphaera mors-uvae,,,
Poecilia reticulata,,,
Poicephalus senegalensis,,,
Polycarpon tetraphyllum,,,
Polycarpon tetraphyllum tetraphyllum,,,
Polydesmus denticulatus,,,
Polydora cornuta,,,
Polydora websteri,,,
Polygonatum hybridum,,,
Polygonum affine,,,
Polyplax spinulosa,,,
Polyporus rhizophilus,,,
Polyscytalum pustulans,,,
Polysiphonia fucoides,,,
Polysticta stelleri,,,
Pomacea glauca,,,
Ponera coarctata,,,
Pontastacus leptodactylus,,,
Pontederia cordata,,,
Pontederia crassipes,,,
Ponticola kessleri,,,
Pontogammarus robustoides,,,
Popillia japonica,,,
Populus balsamifera,,,
Populus canadensis,,,
Populus deltoides,,,
Populus simonii,,,
Populus suaveolens,,,
Populus tremuloides,,,
Populus trichocarpa,,,
Populus trichocarpa Torrey & A.Gray,,,
Poratia digitata,,,
Poratia obliterata,,,
Porcellio dilatatus,,,
Porcellio laevis,,,
Porcellionides pruinosus,,,
Porphyrio alleni,,,
Portulaca grandiflora,,,
Portulaca granulatostellulata,,,
Portulaca oleracea,,,
Portulaca oleracea oleracea,,,
Potamopyrgus antipodarum,,,
Potamothrix bavaricus,,,
Potamothrix hammoniensis,,,
Potamothrix moldaviensis,,,
Potamothrix vejdovskyi,,,
Potamotrix spp.,,,
Potato mop-top virus,,,
Potentilla argyrophylla,,,
Potentilla indica,,,
Potentilla intermedia,,,
Poterium sanguisorba,,,
Potos flavus,,,
Pratylenchus penetrans,,,
Pratylenchus vulnus,,,
Proasellus coxalis,,,
Proasellus meridianus,,,
"Proasellus meridianus  (Racovitza, 1919)",,,
Proboscidea louisianica,,,
Procambarus clarkii,,,
Procambarus cubensis,,,
Procambarus fallax,,,
Procambarus fallax f. virginalis,,,
Procambarus fallax f. virginalis,,,
Procambarus fallax f. virginalis,,,
Procambarus virginalis,,,
Procyon lotor,,,
Promesostoma bilineatum,,,
Pronoctiluca pelagica,,,
Prorocentrum cordatum,,,
Prorocentrum triestinum,,,
Prosopantrum flavifrons,,,
Prosopis juliflora,,,
Prostephanus truncatus,,,
Prosthogonimus pellucidus,,,
Prostoma graecense,,,
Protea cynaroides,,,
Proterorhinus marmoratus,,,
Proterorhinus semilunaris,,,
Protomonostroma undulatum,,,
Protopulvinaria pyriformis,,,
Prunella intermedia,,,
Prunus armeniaca,,,
Prunus cerasifera,,,
Prunus cerasus,,,
Prunus domestica domestica,,,
Prunus dulcis,,,
Prunus eminens,,,
Prunus incisa,,,
Prunus laurocerasus,,,
Prunus persica,,,
Prunus serotina,,,
Prunus serrulata,,,
Prunus tenella,,,
Prunus tomentosa,,,
Prunus triloba,,,
Prunus virginiana,,,
Psacothea hilaris,,,
Psephellus dealbatus (Willd.) C.Koch,,,
Psephotus haematonotus,,,
Pseudacris regilla,,,
Pseudaphycus maculipennis,,,
Pseudaulacaspis pentagona,,,
Pseudeuophrys lanigera,,,
Pseudeurostus hilleri,,,
Pseudischnaspis bowreyi,,,
Pseudochattonella farcimen,,,
Pseudochattonella verruculosa,,,
Pseudococcus comstocki,,,
Pseudococcus longispinus,,,
Pseudococcus maritimus,,,
Pseudococcus viburni,,,
Pseudodactylogyrus anguillae,,,
Pseudodactylogyrus bini,,,
Pseudodiaptomus marinus,,,
Pseudofumaria alba,,,
Pseudofumaria alba alba,,,
Pseudofumaria lutea,,,
Pseudoidium poinsettiae,,,
Pseudomicrostroma juglandis,,,
Pseudomonocelis cetinae,,,
Pseudonectria tilachlidii,,,
Pseudorasbora parva,,,
Pseudosasa japonica,,,
Pseudosolenia calcar-avis,,,
Pseudosuccinea columella,,,
Pseudotsuga menziesii,,,
Pseudotsuga menziesii glauca,,,
Pseudotsuga menziesii menziesii,,,
Psidium cattleianum,,,
Psilochorus simoni,,,
Psilocybe aurantiaca,,,
Psilocybe cyanescens,,,
Psiloteredo megotara,,,
Psittacula alexandri,,,
Psittacula eupatria,,,
Psittacula krameri,,,
Psittacus erithacus,,,
Psoquilla marginepunctata,,,
Psyllipsocus ramburii,,,
Ptelea trifoliata,,,
Pteridothrips pteridicola,,,
Pterocarya pterocarpa,,,
Pterocarya stenoptera,,,
Pterogonium gracile,,,
Ptinella errabunda,,,
Ptinus tectus,,,
Puccinia antirrhini,,,
Puccinia horiana,,,
Puccinia komarovii,,,
Puccinia lagenophorae,,,
Puccinia malvacearum,,,
Puccinia pelargonii-zonalis,,,
Pueraria montana,,,
Pueraria montana lobata,,,
Pulmonaria rubra,,,
Pulmonaria saccharata,,,
Pulvinaria floccifera,,,
Pulvinaria hydrangeae,,,
Pulvinaria psidii,,,
Pulvinaria regalis,,,
Pulvinariella mesembryanthemi,,,
Punica granatum,,,
Puschkinia scilloides,,,
Pycnonotus barbatus,,,
Pycnonotus jocosus,,,
Pycnoporellus fulgens,,,
Pycnoscelus surinamensis,,,
Pyracantha coccinea,,,
Pyropia yezoensis,,,
Quercus cerris,,,
Quercus hispanica,,,
Quercus palustris,,,
Quercus rubra,,,
Quercus velutina,,,
Quinqueserialis quinqueserialis,,,
Ramaria flava,,,
Ramaria flavobrunnescens,,,
Ramaria rubripermanens,,,
Rangia cuneata,,,
Ranunculus psilostachys,,,
Rapistrum rugosum,,,
Rattus norvegicus,,,
Rattus rattus,,,
Reductoniscus costulatus,,,
Reesa vespulae,,,
Reticulitermes flavipes,,,
Reyllopia conollyana,,,
Reynoutria bohemica,,,
Reynoutria japonica,,,
Reynoutria sachalinensis,,,
Rhabdocline pseudotsugae,,,
Rhadinoceraea reitteri,,,
Rhagoletis cingulata,,,
Rhagoletis completa,,,
Rhagoletis suavis,,,
Rhaphiolepis loquata,,,
Rhaponticum repens,,,
Rhea americana,,,
Rheum palmatum,,,
Rheum rhabarbarum,,,
Rhinanthus rumelicus,,,
Rhinella marina,,,
Rhipicephalus sanguineus,,,
Rhithropanopeus harrisii,,,
Rhizoecus falcifer,,,
Rhizopogon hawkerae,,,
Rhizopogon villosulus,,,
Rhizosolenia indica,,,
Rhodobium porosum,,,
Rhododendron catawbiense,,,
Rhododendron groenlandicum,,,
Rhododendron luteum,,,
Rhododendron mucronatum,,,
Rhododendron ponticum,,,
Rhodotypos scandens,,,
Rhopalapion longirostre,,,
Rhopalomyia chrysanthemi,,,
Rhopalosiphoninus latysiphon,,,
Rhopalosiphoninus staphyleae,,,
Rhopalosiphum insertum,,,
Rhopalosiphum maidis,,,
Rhus coriaria,,,
Rhus glabra,,,
Rhus typhina,,,
Rhyncaphytoptus platani,,,
Rhynchodemus sylvaticus,,,
Rhyparobia maderae,,,
Rhyzopertha dominica,,,
Ribes aureum,,,
Riccia cavernosa,,,
Riccia fluitans,,,
Riccia rhenana,,,
Ricciocarpos natans,,,
Ricinus communis,,,
Ripariosida hermaphrodita,,,
Robinia pseudoacacia,,,
Rodgersia aesculifolia,,,
Rodgersia podophylla,,,
Rosa alba,,,
Rosa blanda,,,
Rosa californica,,,
Rosa centifolia,,,
Rosa chinensis,,,
Rosa damascena,,,
Rosa francofurtana,,,
Rosa lucida,,,
Rosa moyesii,,,
Rosa multiflora,,,
Rosa nitida,,,
Rosa rugosa,,,
Rosa virginiana,,,
Rosa woodsii,,,
Rosa xanthina,,,
Rubia tinctorum,,,
Rubus allegheniensis,,,
Rubus armeniacus,,,
Rubus canadensis,,,
Rubus cuneifolius,,,
Rubus flagellaris,,,
Rubus laciniatus,,,
Rubus odoratus,,,
Rubus parviflorus,,,
Rubus phoenicolasius,,,
Rubus spectabilis,,,
Rubus ursinus,,,
Rubus xanthocarpus,,,
Rudbeckia fulgida fulgida,,,
Rudbeckia hirta,,,
Rudbeckia laciniata,,,
Ruditapes philippinarum,,,
Ruhlandiella berolinensis,,,
Rumex confertus,,,
Rumex longifolius,,,
Rumex patientia,,,
Rumex salicifolius,,,
Rumex stenophyllus,,,
Rumex triangulivalvis,,,
Rumina decollata,,,
Rupicapra rupicapra,,,
Sagittaria latifolia,,,
Saissetia coffeae,,,
Saissetia oleae,,,
Salix acutifolia,,,
Salix atrocinerea,,,
Salix babylonica,,,
Salix cordata,,,
Salix eriocephala,,,
Salix helvetica,,,
Salix holosericea,,,
Salix pendulina,,,
Salix purpurea purpurea,,,
Salix sepulcralis,,,
Salix udensis,,,
Salmo marmoratus,,,
Salpichroa origanifolia,,,
Salvelinus alpinus,,,
Salvelinus fontinalis,,,
Salvelinus malma,,,
Salvelinus namaycush,,,
Salvia aethiopis,,,
Salvia farinacea,,,
Salvia splendens,,,
Salvia verbenaca,,,
Salvia verticillata,,,
Salvia virgata,,,
Salvia yangii,,,
Salvinia minima,,,
Salvinia molesta,,,
Sander volgensis,,,
Sanguisorba canadensis,,,
Sanguisorba minor balearica,,,
Santolina chamaecyparissus,,,
Sanvitalia procumbens,,,
Saperda candida,,,
Sarcodontia crocea,,,
Sargassum muticum,,,
Sarkidiornis melanotos,,,
Sarracenia flava,,,
Sarracenia purpurea,,,
Satureja hortensis,,,
Satureja montana,,,
Saxifraga arendsii,,,
Saxifraga cymbalaria,,,
Saxifraga geum,,,
Saxifraga hostii,,,
Saxifraga stolonifera,,,
Saxifraga umbrosa,,,
Sceliphron caementarium,,,
Sceliphron curvatum,,,
Schiffermuelleria amasiella,,,
Schisandra chinensis,,,
Schizobrachiella verrilli,,,
Schizomus crassicaudatus,,,
Schizoporella japonica,,,
Schlagintweitia huteri,,,
Schoenoplectus litoralis,,,
Schyzocotyle acheilognathi,,,
Sciadopitys verticillata,,,
Scilla amoena,,,
Scilla forbesii,,,
Scilla ingridiae,,,
Scilla luciliae,,,
Scilla sardensis,,,
Scilla siberica,,,
Scirpus cyperinus,,,
Scirpus georgianus,,,
Scirtothrips longipennis,,,
Sciurus carolinensis,,,
Sciurus niger,,,
Sciurus vulgaris,,,
Scleroderma cepa,,,
Scopelophila cataractae,,,
Scopolia carniolica,,,
Scopus umbretta,,,
Scrophularia vernalis,,,
Scutellaria albida,,,
Scutellaria altissima,,,
Scutigera coleoptrata,,,
Sedum aizoon,,,
Sedum caespitosum,,,
Sedum hispanicum,,,
Sedum kamtschaticum,,,
Sedum sarmentosum,,,
Sedum spurium,,,
Seifertia azaleae,,,
Seira elegans,,,
Seira mexicana,,,
Seiridium cardinale,,,
Selaginella apoda,,,
Semnolius chrysotrichus,,,
Semperula maculata,,,
Sempervivum funckii,,,
Sempervivum globiferum arenarium,,,
Sempervivum montanum,,,
Sempervivum montanum montanum,,,
Senecio inaequidens,,,
Senecio leucanthemifolius,,,
Senecio vernalis,,,
Senna didymobotrya,,,
Sequoia sempervirens,,,
Sequoiadendron giganteum,,,
Serinus canaria,,,
Sesamoides purpurascens,,,
Sesamum indicum,,,
Seseli elatum,,,
Setaria faberi,,,
Setaria italica,,,
Setaria parviflora,,,
Setchelliogaster tenuipes,,,
Sicyos angulatus,,,
Sida spinosa,,,
Sideritis montana,,,
Sigesbeckia jorullensis,,,
Silene chalcedonica,,,
Silene coronaria,,,
Silene dichotoma,,,
Silene pendula,,,
Silphium perfoliatum,,,
Silybum marianum,,,
Sinanodonta woodiana,,,
Sinapis alba,,,
Sinelobus stanfordi,,,
Sinelobus vanhaareni,,,
Sinomalus sieboldii,,,
Sinoxylon perforans,,,
Sinoxylon senegalense,,,
Sirex cyaneus,,,
Sirococcus tsugae,,,
Sisymbrium altissimum,,,
Sisymbrium irio,,,
Sisymbrium loeselii,,,
Sisymbrium orientale,,,
Sisymbrium volgense,,,
Sisyrinchium bermudiana,,,
Sisyrinchium montanum,,,
Sitobion luteum,,,
Sitophilus granarius,,,
Sitophilus oryzae,,,
Sitophilus zeamais,,,
Sitotroga cerealella,,,
Skistodiaptomus pallidus,,,
Smeringopus pallidus,,,
Sminthurinus trinotatus,,,
Smittoidea prolifica,,,
Smyrnium perfoliatum,,,
Smyrnium perfoliatum perfoliatum,,,
Soa flaviterminata,,,
Soil-borne wheat mosaic virus,,,
Solanum americanum,,,
Solanum angustifolium,,,
Solanum carolinense,,,
Solanum chenopodioides,,,
Solanum melongena,,,
Solanum physalifolium,,,
Solanum pseudocapsicum,,,
Solanum sarrachoides,,,
Solanum scabrum,,,
Solanum sisymbriifolium,,,
Solanum triflorum,,,
Solanum tuberosum,,,
Solanum villosum,,,
Soleirolia soleirolii,,,
Solidago canadensis,,,
Solidago canadensis x virgaurea,,,
Solidago gigantea,,,
Sorbaria sorbifolia,,,
Sorbus thuringiaca,,,
Sorghum,,,
Sorghum almum,,,
Sorghum bicolor,,,
Sorghum drummondii,,,
Sorghum halepense,,,
Sosticus loricatus,,,
Sparaxis tricolor,,,
Spartina townsendii var. anglica,,,
Spathodea campanulata,,,
Spilococcus filicicola,,,
Spilococcus mamillariae,,,
Spilopsyllus cuniculi,,,
Spinacia oleracea,,,
Spinus yarrellii,,,
Spiraea alba,,,
Spiraea arguta,,,
Spiraea billardii,,,
Spiraea chamaedryfolia,,,
Spiraea cinerea,,,
Spiraea douglasii,,,
Spiraea japonica,,,
Spiraea pseudosalicifolia,,,
Spiraea salicifolia,,,
Spiraea tomentosa,,,
Spiraea trilobata,,,
Spiraea vanhouttei,,,
Spodoptera litura,,,
Spoladea recurvalis,,,
Sporobolus anglicus,,,
Sporobolus michauxianus,,,
Sporobolus townsendii,,,
Squamanita odorata,,,
Stachys byzantina,,,
Stagonosporopsis ligulicola,,,
Steatoda grossa,,,
Steatoda triangulosa,,,
Stegobium paniceum,,,
Stelidota geminata,,,
Stenocypris major,,,
Stenocypris malcolmsoni,,,
Stenopelmus rufinasus,,,
Stephanitis oberti,,,
Stephanitis rhododendri,,,
Stephanitis takeyai,,,
Stephanopyxis palmeriana,,,
Stephanopyxis turris,,,
Stictocephala bisonia,,,
Stigmatogaster subterranea,,,
Stragania apicalis,,,
Strauzia longipennis,,,
Streblospio benedicti,,,
Streptopelia roseogrisea,,,
Stricticollis tobias,,,
Strongyloides myopotami,,,
Stropharia aurantiaca,,,
Stropharia eximia,,,
Stropharia rugosoannulata,,,
Stropharia rugosoannulata exima,,,
Stropharia rugosoannulata rugosoannulata,,,
Strumigenys rogeri,,,
Sturmia bella,,,
Sturnia sinensis,,,
Sturnus unicolor,,,
Styela clava,,,
Styphnolobium japonicum,,,
Subulina octona,,,
Suillus amabilis,,,
Suillus cavipes,,,
Suillus grevillei,,,
Suillus lakei,,,
Suillus pictus,,,
Suillus placidus,,,
Suillus spraguei,,,
Supella longipalpa,,,
Sylvilagus floridanus,,,
Sylvilagus transitionalis,,,
Symphoricarpos albus,,,
Symphoricarpos albus (L.) C.Koch,,,
Symphoricarpos orbiculatus,,,
Symphyotrichum dumosum,,,
Symphyotrichum ericoides,,,
Symphyotrichum laeve,,,
Symphyotrichum lanceolatum,,,
Symphyotrichum novae-angliae,,,
Symphyotrichum novi-belgii,,,
Symphyotrichum parviflorum,,,
Symphyotrichum pilosum,,,
Symphyotrichum salignum,,,
Symphyotrichum squamatum,,,
Symphyotrichum subulatum,,,
Symphyotrichum tradescantii,,,
Symphyotrichum versicolor,,,
Symphytum asperum,,,
Symphytum bulbosum,,,
Symphytum grandiflorum,,,
Symphytum uplandicum,,,
Synchytrium endobioticum,,,
Synidotea laticauda,,,
Syringa persica,,,
Syringa vulgaris,,,
Syrmaticus reevesii,,,
Tachinaephagus zealandicus,,,
Tachycines asynamorus,,,
Tadorna cana,,,
Tadorna ferruginea,,,
Tadorna tadornoides,,,
Tadorna variegata,,,
Taeniatherum caput-medusae,,,
Taeniopygia bichenovii,,,
Taeniopygia guttata,,,
Tagetes erecta,,,
Tagetes minuta,,,
Talitroides alluaudi,,,
Talitroides topitotum,,,
Talpa europaea,,,
Tamias sibiricus,,,
Tamias striatus,,,
Tanacetum balsamita,,,
Tanacetum macrophyllum,,,
Tanacetum partheniifolium,,,
Tanacetum parthenium,,,
Tandonia budapestensis,,,
Tapinoma melanocephalum,,,
Tapinoma nigerrimum,,,
Taxiphyllum barbieri,,,
Taxodium distichum,,,
Taxus cuspidata,,,
Taxus media,,,
Taylorilygus apicalis,,,
Technomyrmex albipes,,,
Technomyrmex detorquens,,,
Tecoma stans,,,
Telekia speciosa,,,
Tellima grandiflora,,,
Telmatogeton japonicus,,,
Tenebrio molitor,,,
Tenebroides mauritanicus,,,
Teredo navalis,,,
Testacella haliotidea,,,
Tetradium daniellii,,,
Tetragnatha shoshone,,,
Tetragonia tetragonioides,,,
Tetramorium guineense,,,
Tetramorium obesum,,,
Tetramorium simillimum,,,
Tetranychus ludeni,,,
Tetranychus urticae,,,
Tetrao urogallus,,,
Tetrapriocera longicornis,,,
Tetrastes bonasia,,,
Thalassiosira hendeyi,,,
Thalassiosira punctigera,,,
Thalassiosira tealata,,,
Thalictrum delavayi,,,
Thanatus vulgaris,,,
Tharyx killariensis,,,
Thaumatotibia leucotreta,,,
Thecadinium kofoidii,,,
Thecadinium yashimaense,,,
Thelidomus aspera,,,
Theocolax elegans,,,
Theodoxus danubialis,,,
Theodoxus transversalis,,,
Theotima minutissima,,,
Thera cupressata,,,
"Therioaphis trifolii (Monell, 1882)",,,
Thermobia domestica,,,
Thes bergrothi,,,
Thinopyrum elongatum,,,
Thoracochaeta seticosta,,,
Threskiornis aethiopicus,,,
Thrips setosus,,,
Thrips simplex,,,
Thrips tabaci,,,
