Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank,Jahr
Impatiens glandulifera,7.958333,48.225,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,8.041667,48.275,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,8.125,48.275,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,8.041667,48.225,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,8.125,48.225,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,8.208333,48.275,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,10.125,48.275,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.04167,48.225,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,10.125,48.225,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.20833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.20833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.70833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.275,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,10.70833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.225,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,10.875,48.275,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,10.95833,48.275,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,10.875,48.225,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,10.95833,48.225,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,11.04167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.125,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.04167,48.225,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,11.20833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.29167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.20833,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.29167,48.225,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.375,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.45833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.375,48.225,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.45833,48.225,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,11.54167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.225,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.625,48.225,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.70833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.79167,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.875,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.95833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.875,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.95833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.04167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.125,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.04167,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.125,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.20833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.29167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.20833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.29167,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.375,48.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.45833,48.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.375,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.45833,48.225,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.54167,48.275,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.625,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.54167,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.625,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.70833,48.275,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.79167,48.275,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,12.70833,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.79167,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.875,48.275,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,12.95833,48.275,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,12.875,48.225,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.95833,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.04167,48.275,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,13.125,48.275,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.04167,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.125,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.20833,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.29167,48.275,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,48.225,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,48.225,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.625,48.175,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,7.541667,48.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.625,48.125,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.708333,48.175,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,7.791667,48.175,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,7.708333,48.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.791667,48.125,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,7.875,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.958333,48.175,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.875,48.125,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.958333,48.125,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,8.041667,48.175,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,8.041667,48.125,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,10.125,48.175,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,10.125,48.125,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,10.20833,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.20833,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.70833,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.175,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,10.70833,48.125,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,10.79167,48.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.875,48.175,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,10.875,48.125,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,11.79167,48.175,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,11.875,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.95833,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.875,48.125,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,11.95833,48.125,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,12.04167,48.175,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.125,48.175,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.04167,48.125,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,12.125,48.125,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,12.20833,48.175,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.29167,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.20833,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.29167,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.375,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.45833,48.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.375,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.45833,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.54167,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.625,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.54167,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.625,48.125,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.70833,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.79167,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.70833,48.125,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.79167,48.125,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.875,48.175,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.95833,48.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.875,48.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.95833,48.125,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.541667,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.625,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.541667,48.025,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.625,48.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.708333,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.791667,48.075,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.708333,48.025,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.791667,48.025,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.875,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.958333,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.875,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.958333,48.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.958333,48.025,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,10.04167,48.075,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,10.125,48.075,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,10.04167,48.025,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,10.125,48.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,10.20833,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.20833,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,10.625,48.025,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,10.70833,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.075,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,10.70833,48.025,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,10.79167,48.025,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,10.875,48.075,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,11.95833,48.025,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,12.04167,48.075,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,12.125,48.075,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,12.04167,48.025,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,12.125,48.025,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.20833,48.075,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,48.075,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.20833,48.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,48.025,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.375,48.075,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.45833,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.375,48.025,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,12.45833,48.025,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.54167,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.625,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.54167,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.625,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.70833,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.79167,48.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.70833,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.79167,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,48.075,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,12.95833,48.075,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.875,48.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,48.025,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.541667,47.975,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,7.625,47.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.541667,47.925,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,7.625,47.925,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.708333,47.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.791667,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.708333,47.925,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.791667,47.925,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.875,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.958333,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.875,47.975,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,9.958333,47.975,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.875,47.925,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,9.958333,47.925,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,10.04167,47.975,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,10.125,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.04167,47.925,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,10.125,47.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.20833,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.20833,47.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,47.925,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,10.375,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,47.975,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,10.375,47.925,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,10.54167,47.975,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,10.625,47.975,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,10.70833,47.975,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,12.125,47.975,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.125,47.925,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.20833,47.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,47.975,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,12.20833,47.925,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.29167,47.925,1988 - 1996,0.9073,sMon,1996
Impatiens glandulifera,12.375,47.975,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,12.45833,47.975,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.375,47.925,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,12.45833,47.925,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.54167,47.975,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.625,47.975,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.54167,47.925,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,12.625,47.925,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.70833,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.79167,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.70833,47.925,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.79167,47.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,47.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,47.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,47.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.541667,47.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.625,47.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.541667,47.825,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.625,47.825,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,7.708333,47.875,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,7.791667,47.875,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,7.708333,47.825,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,9.458333,47.825,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,9.791667,47.875,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,9.708333,47.825,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.791667,47.825,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,9.875,47.875,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.958333,47.875,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,9.875,47.825,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,9.958333,47.825,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,10.04167,47.875,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,10.125,47.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,10.04167,47.825,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,10.20833,47.875,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,10.20833,47.825,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,12.375,47.875,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,12.45833,47.875,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,12.375,47.825,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,12.45833,47.825,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,12.54167,47.875,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,12.625,47.875,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.54167,47.825,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,12.625,47.825,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.70833,47.875,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.79167,47.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.875,47.875,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.95833,47.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,47.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,47.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,47.875,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,13.125,47.875,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,13.04167,47.825,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.541667,47.775,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.625,47.775,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,7.541667,47.725,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,7.625,47.725,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,9.625,47.775,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,9.625,47.725,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,9.708333,47.775,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,9.791667,47.775,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,9.708333,47.725,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,9.791667,47.725,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.875,47.775,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,9.958333,47.775,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,9.875,47.725,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.958333,47.725,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,10.04167,47.775,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,10.04167,47.725,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,10.29167,47.775,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,12.95833,47.775,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,47.775,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,7.541667,47.675,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,7.625,47.675,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,7.541667,47.625,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.625,47.625,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,9.708333,47.675,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,9.791667,47.675,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,9.791667,47.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,9.875,47.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,9.958333,47.675,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,9.875,47.625,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,9.958333,47.625,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,7.541667,47.575,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,7.625,47.575,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,9.791667,52.125,1997 - 2017,0.9099,sMon,2017
Impatiens glandulifera,9.375,52.025,1997 - 2017,0.9036,sMon,2017
