Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank,Jahr
Impatiens glandulifera,7.625,50.725,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,7.708333,50.775,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,7.791667,50.775,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,7.708333,50.725,1997 - 2017,0.9765,sMon,2017
Impatiens glandulifera,7.791667,50.725,1997 - 2017,0.9419,sMon,2017
Impatiens glandulifera,7.875,50.775,1997 - 2017,0.9438,sMon,2017
Impatiens glandulifera,8.791667,50.775,1997 - 2017,0.9205,sMon,2017
Impatiens glandulifera,8.791667,50.725,1997 - 2017,0.9179,sMon,2017
Impatiens glandulifera,8.958333,50.775,1997 - 2017,0.9318,sMon,2017
Impatiens glandulifera,9.541667,50.775,1997 - 2017,0.9293,sMon,2017
Impatiens glandulifera,9.625,50.775,1997 - 2017,0.9663,sMon,2017
Impatiens glandulifera,9.541667,50.725,1997 - 2017,0.9126,sMon,2017
Impatiens glandulifera,9.625,50.725,1997 - 2017,0.9551,sMon,2017
Impatiens glandulifera,9.708333,50.775,1997 - 2017,0.9699,sMon,2017
Impatiens glandulifera,9.791667,50.775,1997 - 2017,0.9318,sMon,2017
Impatiens glandulifera,9.708333,50.725,1997 - 2017,0.9557,sMon,2017
Impatiens glandulifera,9.958333,50.775,1997 - 2017,0.9598,sMon,2017
Impatiens glandulifera,9.958333,50.725,1997 - 2017,0.9656,sMon,2017
Impatiens glandulifera,10.375,50.725,1997 - 2017,0.9586,sMon,2017
Impatiens glandulifera,12.375,50.775,1997 - 2017,0.931,sMon,2017
Impatiens glandulifera,12.45833,50.775,1997 - 2017,0.9186,sMon,2017
Impatiens glandulifera,12.45833,50.725,1997 - 2017,0.9017,sMon,2017
Impatiens glandulifera,12.54167,50.775,1997 - 2017,0.9534,sMon,2017
Impatiens glandulifera,12.625,50.775,1997 - 2017,0.9706,sMon,2017
Impatiens glandulifera,12.54167,50.725,1997 - 2017,0.9183,sMon,2017
Impatiens glandulifera,12.70833,50.775,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,12.79167,50.775,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,12.875,50.775,1997 - 2017,0.9616,sMon,2017
Impatiens glandulifera,12.95833,50.775,1997 - 2017,0.9428,sMon,2017
Impatiens glandulifera,13.04167,50.775,1997 - 2017,0.9467,sMon,2017
Impatiens glandulifera,13.125,50.775,1997 - 2017,0.9472,sMon,2017
Impatiens glandulifera,13.04167,50.725,1997 - 2017,0.925,sMon,2017
Impatiens glandulifera,13.20833,50.775,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,13.20833,50.725,1997 - 2017,0.9036,sMon,2017
Impatiens glandulifera,7.125,50.625,1997 - 2017,0.9335,sMon,2017
Impatiens glandulifera,7.208333,50.675,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,7.291667,50.675,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,7.208333,50.625,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,7.291667,50.625,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,7.375,50.675,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,7.458333,50.675,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,7.375,50.625,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.458333,50.625,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.541667,50.675,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,7.625,50.675,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,7.541667,50.625,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,7.625,50.625,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,7.708333,50.675,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,7.791667,50.675,1997 - 2017,0.9629,sMon,2017
Impatiens glandulifera,7.708333,50.625,1997 - 2017,0.9502,sMon,2017
Impatiens glandulifera,9.541667,50.675,1997 - 2017,0.9197,sMon,2017
Impatiens glandulifera,9.625,50.675,1997 - 2017,0.9423,sMon,2017
Impatiens glandulifera,9.625,50.625,1997 - 2017,0.9165,sMon,2017
Impatiens glandulifera,9.708333,50.675,1997 - 2017,0.931,sMon,2017
Impatiens glandulifera,9.791667,50.675,1997 - 2017,0.9314,sMon,2017
Impatiens glandulifera,12.54167,50.675,1997 - 2017,0.904,sMon,2017
Impatiens glandulifera,7.125,50.575,1997 - 2017,0.936,sMon,2017
Impatiens glandulifera,7.125,50.525,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,7.208333,50.575,1997 - 2017,0.9502,sMon,2017
Impatiens glandulifera,7.291667,50.575,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,7.208333,50.525,1997 - 2017,0.9586,sMon,2017
Impatiens glandulifera,7.291667,50.525,1997 - 2017,0.961,sMon,2017
Impatiens glandulifera,7.375,50.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.458333,50.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.375,50.525,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.458333,50.525,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.541667,50.575,1997 - 2017,0.9656,sMon,2017
Impatiens glandulifera,7.625,50.575,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,7.541667,50.525,1997 - 2017,0.9656,sMon,2017
Impatiens glandulifera,7.625,50.525,1997 - 2017,0.961,sMon,2017
Impatiens glandulifera,7.708333,50.575,1997 - 2017,0.9529,sMon,2017
Impatiens glandulifera,7.708333,50.525,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,7.791667,50.525,1997 - 2017,0.9161,sMon,2017
Impatiens glandulifera,8.041667,50.525,1997 - 2017,0.9201,sMon,2017
Impatiens glandulifera,9.625,50.575,1997 - 2017,0.9027,sMon,2017
Impatiens glandulifera,9.708333,50.575,1997 - 2017,0.914,sMon,2017
Impatiens glandulifera,9.708333,50.525,1997 - 2017,0.9053,sMon,2017
Impatiens glandulifera,11.04167,50.575,1997 - 2017,0.9014,sMon,2017
Impatiens glandulifera,11.20833,50.575,1997 - 2017,0.9322,sMon,2017
Impatiens glandulifera,11.29167,50.525,1997 - 2017,0.9102,sMon,2017
Impatiens glandulifera,7.208333,50.475,1997 - 2017,0.9079,sMon,2017
Impatiens glandulifera,7.291667,50.475,1997 - 2017,0.9699,sMon,2017
Impatiens glandulifera,7.375,50.475,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,7.458333,50.475,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,7.375,50.425,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,7.458333,50.425,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,7.541667,50.475,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,7.625,50.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.541667,50.425,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,7.625,50.425,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,7.708333,50.475,1997 - 2017,0.958,sMon,2017
Impatiens glandulifera,7.791667,50.475,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,7.708333,50.425,1997 - 2017,0.9165,sMon,2017
Impatiens glandulifera,7.875,50.475,1997 - 2017,0.9382,sMon,2017
Impatiens glandulifera,7.958333,50.475,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,7.875,50.425,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,7.958333,50.425,1997 - 2017,0.9092,sMon,2017
Impatiens glandulifera,8.041667,50.425,1997 - 2017,0.9069,sMon,2017
Impatiens glandulifera,9.125,50.475,1997 - 2017,0.9076,sMon,2017
Impatiens glandulifera,10.95833,50.425,1997 - 2017,0.9066,sMon,2017
Impatiens glandulifera,11.20833,50.425,1997 - 2017,0.9194,sMon,2017
Impatiens glandulifera,11.29167,50.425,1997 - 2017,0.9208,sMon,2017
Impatiens glandulifera,11.375,50.475,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.45833,50.475,1997 - 2017,0.9699,sMon,2017
Impatiens glandulifera,11.375,50.425,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,11.45833,50.425,1997 - 2017,0.9462,sMon,2017
Impatiens glandulifera,11.54167,50.475,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,11.625,50.475,1997 - 2017,0.9212,sMon,2017
Impatiens glandulifera,11.54167,50.425,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,11.625,50.425,1997 - 2017,0.9663,sMon,2017
Impatiens glandulifera,7.291667,50.375,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,7.291667,50.325,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,7.375,50.375,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,7.458333,50.375,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,7.375,50.325,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,7.458333,50.325,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,7.541667,50.375,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,7.625,50.375,1997 - 2017,0.9636,sMon,2017
Impatiens glandulifera,7.541667,50.325,1997 - 2017,0.9663,sMon,2017
Impatiens glandulifera,7.625,50.325,1997 - 2017,0.9642,sMon,2017
Impatiens glandulifera,7.708333,50.375,1997 - 2017,0.9447,sMon,2017
Impatiens glandulifera,7.708333,50.325,1997 - 2017,0.9616,sMon,2017
Impatiens glandulifera,7.791667,50.325,1997 - 2017,0.9318,sMon,2017
Impatiens glandulifera,7.958333,50.375,1997 - 2017,0.922,sMon,2017
Impatiens glandulifera,7.875,50.325,1997 - 2017,0.9092,sMon,2017
Impatiens glandulifera,7.958333,50.325,1997 - 2017,0.9158,sMon,2017
Impatiens glandulifera,8.041667,50.375,1997 - 2017,0.922,sMon,2017
Impatiens glandulifera,8.041667,50.325,1997 - 2017,0.903,sMon,2017
Impatiens glandulifera,9.125,50.375,1997 - 2017,0.9161,sMon,2017
Impatiens glandulifera,9.125,50.325,1997 - 2017,0.9477,sMon,2017
Impatiens glandulifera,9.291667,50.375,1997 - 2017,0.9144,sMon,2017
Impatiens glandulifera,9.208333,50.325,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,9.291667,50.325,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,9.375,50.375,1997 - 2017,0.9119,sMon,2017
Impatiens glandulifera,9.458333,50.375,1997 - 2017,0.9302,sMon,2017
Impatiens glandulifera,9.375,50.325,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,9.458333,50.325,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,9.541667,50.375,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,9.625,50.375,1997 - 2017,0.9069,sMon,2017
Impatiens glandulifera,9.541667,50.325,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,9.625,50.325,1997 - 2017,0.9092,sMon,2017
Impatiens glandulifera,9.708333,50.325,1997 - 2017,0.914,sMon,2017
Impatiens glandulifera,10.125,50.375,1997 - 2017,0.9523,sMon,2017
Impatiens glandulifera,10.04167,50.325,1997 - 2017,0.9518,sMon,2017
Impatiens glandulifera,10.95833,50.325,1997 - 2017,0.9242,sMon,2017
Impatiens glandulifera,11.04167,50.375,1997 - 2017,0.919,sMon,2017
Impatiens glandulifera,11.125,50.375,1997 - 2017,0.9378,sMon,2017
Impatiens glandulifera,11.04167,50.325,1997 - 2017,0.9557,sMon,2017
Impatiens glandulifera,11.125,50.325,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,11.20833,50.375,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,11.29167,50.375,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.20833,50.325,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,11.29167,50.325,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,11.375,50.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.45833,50.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.375,50.325,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,11.45833,50.325,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.54167,50.375,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.625,50.375,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.54167,50.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,50.325,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.70833,50.375,1997 - 2017,0.9062,sMon,2017
Impatiens glandulifera,11.79167,50.375,1997 - 2017,0.9072,sMon,2017
Impatiens glandulifera,11.70833,50.325,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,11.79167,50.325,1997 - 2017,0.9246,sMon,2017
Impatiens glandulifera,12.375,50.375,1997 - 2017,0.9086,sMon,2017
Impatiens glandulifera,12.375,50.325,1997 - 2017,0.9144,sMon,2017
Impatiens glandulifera,7.291667,50.275,1997 - 2017,0.9691,sMon,2017
Impatiens glandulifera,7.291667,50.225,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,7.375,50.275,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,7.458333,50.275,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,7.375,50.225,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,7.458333,50.225,1997 - 2017,0.9636,sMon,2017
Impatiens glandulifera,7.541667,50.275,1997 - 2017,0.9387,sMon,2017
Impatiens glandulifera,7.625,50.275,1997 - 2017,0.9629,sMon,2017
Impatiens glandulifera,7.541667,50.225,1997 - 2017,0.9462,sMon,2017
Impatiens glandulifera,7.625,50.225,1997 - 2017,0.954,sMon,2017
Impatiens glandulifera,9.208333,50.275,1997 - 2017,0.9508,sMon,2017
Impatiens glandulifera,9.291667,50.275,1997 - 2017,0.9765,sMon,2017
Impatiens glandulifera,9.208333,50.225,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,9.291667,50.225,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,9.375,50.275,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,9.458333,50.275,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,9.375,50.225,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,9.458333,50.225,1997 - 2017,0.9691,sMon,2017
Impatiens glandulifera,9.541667,50.275,1997 - 2017,0.9623,sMon,2017
Impatiens glandulifera,9.625,50.275,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,9.541667,50.225,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,9.625,50.225,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,9.708333,50.275,1997 - 2017,0.9616,sMon,2017
Impatiens glandulifera,9.791667,50.275,1997 - 2017,0.9151,sMon,2017
Impatiens glandulifera,9.708333,50.225,1997 - 2017,0.9523,sMon,2017
Impatiens glandulifera,9.791667,50.225,1997 - 2017,0.9623,sMon,2017
Impatiens glandulifera,9.875,50.225,1997 - 2017,0.9197,sMon,2017
Impatiens glandulifera,9.958333,50.225,1997 - 2017,0.9281,sMon,2017
Impatiens glandulifera,10.04167,50.275,1997 - 2017,0.9005,sMon,2017
Impatiens glandulifera,10.95833,50.225,1997 - 2017,0.9102,sMon,2017
Impatiens glandulifera,11.04167,50.275,1997 - 2017,0.9322,sMon,2017
Impatiens glandulifera,11.125,50.275,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,11.04167,50.225,1997 - 2017,0.9273,sMon,2017
Impatiens glandulifera,11.125,50.225,1997 - 2017,0.922,sMon,2017
Impatiens glandulifera,11.20833,50.275,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,11.29167,50.275,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.20833,50.225,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,11.29167,50.225,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.375,50.275,1997 - 2017,0.9586,sMon,2017
Impatiens glandulifera,11.45833,50.275,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.375,50.225,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,11.45833,50.225,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.54167,50.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,50.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,50.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,50.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,50.275,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.79167,50.275,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,11.70833,50.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,50.225,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.875,50.275,1997 - 2017,0.9239,sMon,2017
Impatiens glandulifera,11.875,50.225,1997 - 2017,0.9442,sMon,2017
Impatiens glandulifera,12.125,50.275,1997 - 2017,0.9126,sMon,2017
Impatiens glandulifera,12.04167,50.225,1997 - 2017,0.9126,sMon,2017
Impatiens glandulifera,12.125,50.225,1997 - 2017,0.9293,sMon,2017
Impatiens glandulifera,12.20833,50.275,1997 - 2017,0.9008,sMon,2017
Impatiens glandulifera,12.20833,50.225,1997 - 2017,0.9391,sMon,2017
Impatiens glandulifera,12.29167,50.225,1997 - 2017,0.9318,sMon,2017
Impatiens glandulifera,12.375,50.275,1997 - 2017,0.9235,sMon,2017
Impatiens glandulifera,12.45833,50.275,1997 - 2017,0.9086,sMon,2017
Impatiens glandulifera,12.45833,50.225,1997 - 2017,0.9137,sMon,2017
Impatiens glandulifera,6.125,50.175,1997 - 2017,0.9227,sMon,2017
Impatiens glandulifera,6.125,50.125,1997 - 2017,0.9258,sMon,2017
Impatiens glandulifera,7.125,50.125,1997 - 2017,0.9212,sMon,2017
Impatiens glandulifera,7.208333,50.175,1997 - 2017,0.9447,sMon,2017
Impatiens glandulifera,7.291667,50.175,1997 - 2017,0.9677,sMon,2017
Impatiens glandulifera,7.208333,50.125,1997 - 2017,0.9656,sMon,2017
Impatiens glandulifera,7.291667,50.125,1997 - 2017,0.9699,sMon,2017
Impatiens glandulifera,7.375,50.175,1997 - 2017,0.9691,sMon,2017
Impatiens glandulifera,7.458333,50.175,1997 - 2017,0.9246,sMon,2017
Impatiens glandulifera,7.708333,50.175,1997 - 2017,0.9258,sMon,2017
Impatiens glandulifera,7.708333,50.125,1997 - 2017,0.9339,sMon,2017
Impatiens glandulifera,8.625,50.175,1997 - 2017,0.9365,sMon,2017
Impatiens glandulifera,8.541667,50.125,1997 - 2017,0.9477,sMon,2017
Impatiens glandulifera,8.625,50.125,1997 - 2017,0.9066,sMon,2017
Impatiens glandulifera,8.708333,50.175,1997 - 2017,0.9161,sMon,2017
Impatiens glandulifera,8.708333,50.125,1997 - 2017,0.9447,sMon,2017
Impatiens glandulifera,8.958333,50.175,1997 - 2017,0.9106,sMon,2017
Impatiens glandulifera,8.875,50.125,1997 - 2017,0.904,sMon,2017
Impatiens glandulifera,9.125,50.125,1997 - 2017,0.9457,sMon,2017
Impatiens glandulifera,9.208333,50.175,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,9.291667,50.175,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,9.208333,50.125,1997 - 2017,0.9642,sMon,2017
Impatiens glandulifera,9.291667,50.125,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,9.375,50.175,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,9.458333,50.175,1997 - 2017,0.9765,sMon,2017
Impatiens glandulifera,9.375,50.125,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,9.458333,50.125,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,9.541667,50.175,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,9.625,50.175,1997 - 2017,1,sMon,2017
Impatiens glandulifera,9.541667,50.125,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,9.625,50.125,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,9.708333,50.175,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,9.791667,50.175,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,9.708333,50.125,1997 - 2017,1,sMon,2017
Impatiens glandulifera,9.791667,50.125,1997 - 2017,0.9382,sMon,2017
Impatiens glandulifera,10.875,50.125,1997 - 2017,0.9092,sMon,2017
Impatiens glandulifera,11.04167,50.175,1997 - 2017,0.9194,sMon,2017
Impatiens glandulifera,11.125,50.175,1997 - 2017,0.9508,sMon,2017
Impatiens glandulifera,11.04167,50.125,1997 - 2017,0.9297,sMon,2017
Impatiens glandulifera,11.125,50.125,1997 - 2017,0.9497,sMon,2017
Impatiens glandulifera,11.20833,50.175,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,11.29167,50.175,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,11.20833,50.125,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,11.29167,50.125,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.375,50.175,1997 - 2017,0.9326,sMon,2017
Impatiens glandulifera,11.45833,50.175,1997 - 2017,0.9059,sMon,2017
Impatiens glandulifera,11.375,50.125,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,11.45833,50.125,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,11.54167,50.175,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,11.625,50.175,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,50.125,1997 - 2017,0.9405,sMon,2017
Impatiens glandulifera,11.625,50.125,1997 - 2017,0.9223,sMon,2017
Impatiens glandulifera,11.70833,50.175,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,50.175,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,50.125,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,50.125,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.875,50.175,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,11.95833,50.175,1997 - 2017,0.9642,sMon,2017
Impatiens glandulifera,11.875,50.125,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.95833,50.125,1997 - 2017,0.9765,sMon,2017
Impatiens glandulifera,12.04167,50.175,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,12.125,50.175,1997 - 2017,0.9387,sMon,2017
Impatiens glandulifera,12.04167,50.125,1997 - 2017,0.9409,sMon,2017
Impatiens glandulifera,12.125,50.125,1997 - 2017,0.9239,sMon,2017
Impatiens glandulifera,12.20833,50.175,1997 - 2017,0.9529,sMon,2017
Impatiens glandulifera,12.29167,50.175,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,12.20833,50.125,1997 - 2017,0.9235,sMon,2017
Impatiens glandulifera,12.375,50.175,1997 - 2017,0.9262,sMon,2017
Impatiens glandulifera,6.125,50.075,1997 - 2017,0.9262,sMon,2017
Impatiens glandulifera,6.041667,50.025,1997 - 2017,0.9099,sMon,2017
Impatiens glandulifera,6.125,50.025,1997 - 2017,0.9227,sMon,2017
Impatiens glandulifera,6.208333,50.075,1997 - 2017,0.9126,sMon,2017
Impatiens glandulifera,6.208333,50.025,1997 - 2017,0.9168,sMon,2017
Impatiens glandulifera,6.375,50.075,1997 - 2017,0.9024,sMon,2017
Impatiens glandulifera,6.458333,50.075,1997 - 2017,0.9017,sMon,2017
Impatiens glandulifera,6.375,50.025,1997 - 2017,0.9106,sMon,2017
Impatiens glandulifera,7.125,50.075,1997 - 2017,0.9482,sMon,2017
Impatiens glandulifera,7.125,50.025,1997 - 2017,0.9405,sMon,2017
Impatiens glandulifera,7.208333,50.075,1997 - 2017,0.9049,sMon,2017
Impatiens glandulifera,9.125,50.075,1997 - 2017,0.9691,sMon,2017
Impatiens glandulifera,9.125,50.025,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,9.208333,50.075,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,9.291667,50.075,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,9.208333,50.025,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,9.291667,50.025,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,9.375,50.075,1997 - 2017,0.9783,sMon,2017
Impatiens glandulifera,9.458333,50.075,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,9.375,50.025,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,9.458333,50.025,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,9.541667,50.075,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,9.625,50.075,1997 - 2017,1,sMon,2017
Impatiens glandulifera,9.541667,50.025,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,9.625,50.025,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,9.708333,50.075,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,9.708333,50.025,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,9.791667,50.025,1997 - 2017,0.9396,sMon,2017
Impatiens glandulifera,9.875,50.025,1997 - 2017,0.9262,sMon,2017
Impatiens glandulifera,10.125,50.025,1997 - 2017,0.9457,sMon,2017
Impatiens glandulifera,10.20833,50.025,1997 - 2017,0.9492,sMon,2017
Impatiens glandulifera,10.29167,50.025,1997 - 2017,0.9409,sMon,2017
Impatiens glandulifera,10.875,50.025,1997 - 2017,0.9197,sMon,2017
Impatiens glandulifera,11.04167,50.075,1997 - 2017,0.9378,sMon,2017
Impatiens glandulifera,11.375,50.075,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,11.45833,50.075,1997 - 2017,0.9756,sMon,2017
Impatiens glandulifera,11.45833,50.025,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,11.54167,50.075,1997 - 2017,0.9339,sMon,2017
Impatiens glandulifera,11.54167,50.025,1997 - 2017,0.9574,sMon,2017
Impatiens glandulifera,11.70833,50.075,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,11.79167,50.075,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,50.025,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,50.025,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.875,50.075,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.95833,50.075,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,11.875,50.025,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,50.025,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,12.04167,50.075,1997 - 2017,0.967,sMon,2017
Impatiens glandulifera,12.125,50.075,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,12.04167,50.025,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,12.125,50.025,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,12.20833,50.075,1997 - 2017,0.94,sMon,2017
Impatiens glandulifera,12.29167,50.075,1997 - 2017,0.9391,sMon,2017
Impatiens glandulifera,12.20833,50.025,1997 - 2017,0.961,sMon,2017
Impatiens glandulifera,12.29167,50.025,1997 - 2017,0.9557,sMon,2017
Impatiens glandulifera,12.375,50.025,1997 - 2017,0.94,sMon,2017
Impatiens glandulifera,12.45833,50.025,1997 - 2017,0.9492,sMon,2017
Impatiens glandulifera,6.041667,49.975,1997 - 2017,0.9011,sMon,2017
